symbol,strategy_id,side,entry_price,exit_price,qty,gross_pnl,fees_paid,net_pnl,opened_at,closed_at,duration_seconds
BTCUSDT,mean_reversion,short,18299.963373,18698.382132,0.1254,-49.9617,4.6396,-54.6013,2023-01-05T08:00:00+00:00,2023-01-07T12:00:00+00:00,187200.0
BTCUSDT,mean_reversion,long,17772.406816,17369.859922,0.1228,-49.4328,4.3155,-53.7482,2023-01-09T01:00:00+00:00,2023-01-09T15:00:00+00:00,50400.0
BTCUSDT,mean_reversion,long,18045.211237,17591.109785,0.1077,-48.9067,3.838,-52.7448,2023-02-13T03:00:00+00:00,2023-02-13T13:00:00+00:00,36000.0
BTCUSDT,mean_reversion,long,16056.815486,16947.937503,0.0636,56.6754,2.0991,54.5763,2023-02-24T18:00:00+00:00,2023-02-25T09:00:00+00:00,54000.0
BTCUSDT,mean_reversion,long,16608.142022,17488.766216,0.1285,113.1602,4.3815,108.7788,2023-03-14T12:00:00+00:00,2023-03-15T07:00:00+00:00,68400.0
BTCUSDT,mean_reversion,short,19347.674086,19749.626542,0.0622,-25.0014,2.4319,-27.4333,2023-03-20T18:00:00+00:00,2023-03-21T20:00:00+00:00,93600.0
BTCUSDT,mean_reversion,long,16419.315752,16007.137362,0.0603,-24.8544,1.9553,-26.8097,2023-03-26T00:00:00+00:00,2023-03-26T14:00:00+00:00,50400.0
BTCUSDT,mean_reversion,short,10149.910046,9880.084048,0.1271,34.2949,2.5458,31.7491,2023-05-15T10:00:00+00:00,2023-05-15T10:00:00+00:00,0.0
BTCUSDT,mean_reversion,long,12536.921642,12533.345529,0.0916,-0.3276,2.3491,-2.6766,2023-05-25T08:00:00+00:00,2023-05-25T08:00:00+00:00,0.0
BTCUSDT,mean_reversion,long,11674.734081,11362.750902,0.0806,-25.1458,1.8568,-27.0027,2023-05-27T01:00:00+00:00,2023-05-29T05:00:00+00:00,187200.0
BTCUSDT,mean_reversion,short,12876.395768,12233.128743,0.0883,56.8005,2.2172,54.5833,2023-06-02T01:00:00+00:00,2023-06-02T11:00:00+00:00,36000.0
BTCUSDT,mean_reversion,long,23715.139432,23196.752488,0.0487,-25.2454,2.2846,-27.5301,2023-08-28T08:00:00+00:00,2023-08-28T12:00:00+00:00,14400.0
BTCUSDT,mean_reversion,short,24269.619289,25741.590885,0.0481,-70.8018,2.4055,-73.2074,2023-08-30T08:00:00+00:00,2023-08-30T08:00:00+00:00,0.0
BTCUSDT,mean_reversion,long,24808.711808,24803.26824,0.0458,-0.2493,2.1209,-2.3702,2023-08-30T19:00:00+00:00,2023-08-30T19:00:00+00:00,0.0
BTCUSDT,mean_reversion,short,25852.965974,24405.073925,0.0394,57.0469,1.9802,55.0668,2023-09-19T04:00:00+00:00,2023-09-20T05:00:00+00:00,90000.0
BTCUSDT,mean_reversion,long,25114.723085,24453.194379,0.0367,-24.2781,1.8191,-26.0972,2023-09-25T17:00:00+00:00,2023-09-27T11:00:00+00:00,151200.0
BTCUSDT,mean_reversion,long,23723.019948,23105.318953,0.0391,-24.1521,1.831,-25.9831,2023-09-27T16:00:00+00:00,2023-09-28T06:00:00+00:00,50400.0
BTCUSDT,mean_reversion,short,23653.691966,24914.587297,0.0418,-52.7054,2.0302,-54.7356,2024-01-02T01:00:00+00:00,2024-01-02T01:00:00+00:00,0.0
BTCUSDT,mean_reversion,long,22278.671755,21787.252725,0.0433,-21.2784,1.9081,-23.1865,2024-01-03T05:00:00+00:00,2024-01-03T13:00:00+00:00,28800.0
BTCUSDT,mean_reversion,short,26391.332672,27018.025521,0.0377,-23.6263,2.0135,-25.6399,2024-02-12T16:00:00+00:00,2024-02-13T08:00:00+00:00,57600.0
BTCUSDT,mean_reversion,long,28135.120866,28089.674792,0.0483,-2.195,2.4263,-4.6214,2024-02-13T15:00:00+00:00,2024-02-13T15:00:00+00:00,0.0
